Date,Temp,MinTemp,MaxTemp,Press,MinPress,MaxPress,Humid,MinHumid,MaxHumid,Dew,MinDew,MaxDew,WindSpd,Gust,WindDir,Rad,Rain
2000-08-12,22.53333333333333,16.6,29.1,888.6416666666668,886.3,890.7,47.583333333333336,28.0,72.0,10.15,8.1,12.1,46.656000000000006,6.9,154.125,773.9166666666666,0.0
2000-08-13,21.47083333333333,16.1,27.7,888.8000000000001,887.3,891.2,53.75,35.0,71.0,11.4125,9.8,13.4,68.688,9.4,114.375,808.4583333333334,0.0
2000-08-14,21.441666666666666,16.5,28.1,890.1125000000001,888.6,892.6,56.5,29.0,80.0,11.654166666666667,7.9,13.4,73.872,8.6,99.5,864.5,0.0
2000-08-15,20.662499999999998,14.9,27.0,890.5791666666668,888.9,892.6,46.75,25.0,69.0,8.095833333333333,4.9,10.2,51.84,7.8,99.29166666666667,918.0416666666666,0.0
2000-08-16,20.854166666666668,13.8,28.1,889.5208333333334,887.2,891.2,39.958333333333336,19.0,66.0,5.508333333333333,1.8,8.5,80.352,10.6,94.875,917.2083333333334,0.0
2000-08-17,20.991666666666667,16.4,26.6,889.5416666666666,887.9,891.5,38.791666666666664,21.0,57.0,5.879166666666666,2.3,8.0,80.352,9.8,91.83333333333333,905.8333333333334,0.0
2000-08-18,20.966666666666665,14.2,27.8,889.5291666666667,887.6,891.4,40.583333333333336,22.0,63.0,6.55,3.9,8.0,47.952000000000005,8.2,103.79166666666667,873.9583333333334,0.0
2000-08-19,21.69583333333333,14.2,28.0,888.9916666666667,887.6,890.6,40.583333333333336,22.0,66.0,6.954166666666667,3.9,8.9,55.728,7.4,125.79166666666667,915.125,0.0
2000-08-20,21.816666666666666,16.1,27.4,890.1125000000001,888.8,892.0,38.416666666666664,25.0,56.0,6.570833333333333,4.3,8.5,72.57600000000001,9.0,95.83333333333333,934.2916666666666,0.0
2000-08-21,20.883333333333333,16.2,26.6,890.3458333333333,888.4,892.6,40.25,21.0,53.0,6.433333333333334,1.7,9.0,77.76,8.8,97.66666666666667,951.4583333333334,0.0
2000-08-22,21.266666666666666,16.2,27.4,889.4416666666666,887.5,891.3,40.041666666666664,23.0,56.0,6.604166666666667,3.9,9.4,68.688,8.4,99.75,942.7083333333334,0.0
2000-08-23,21.733333333333334,15.0,28.6,888.1833333333334,886.4,890.3,38.708333333333336,22.0,59.0,6.3500000000000005,4.5,8.5,50.544,7.3,86.45833333333333,843.75,0.0
2000-08-24,22.391666666666666,14.8,28.5,887.9708333333333,886.5,890.0,40.5,25.0,65.0,7.879166666666666,4.9,11.1,53.136,6.7,73.41666666666667,663.2916666666666,0.0
